"","name","screen_name","party","type","gender"
"789","Rep. Donald McEachin","repmceachin","Democrat","rep","M"
"790","Rep. Donald McEachin","repmceachin","Republican","rep","M"
"791","Rep. Donald McEachin","repmceachin","Republican","rep","M"
"792","Rep. Donald McEachin","repmceachin","Republican","rep","M"
"793","Rep. Donald McEachin","repmceachin","Republican","rep","M"
"794","Rep. Donald McEachin","repmceachin","Republican","rep","M"
"795","Rep. Donald McEachin","repmceachin","Democrat","rep","M"
"796","Rep. Donald McEachin","repmceachin","Democrat","rep","F"
"797","Rep. Donald McEachin","repmceachin","Democrat","rep","M"
"798","Rep. Donald McEachin","repmceachin","Democrat","rep","M"
"799","Rep. Donald McEachin","repmceachin","Democrat","rep","M"
"800","Rep. Donald McEachin","repmceachin","Republican","rep","M"
"801","Rep. Donald McEachin","repmceachin","Republican","sen","M"
"802","Rep. Donald McEachin","repmceachin","Democrat","rep","M"
"803","Rep. Donald McEachin","repmceachin","Republican","rep","M"
"804","Rep. Donald McEachin","repmceachin","Republican","rep","F"
"805","Rep. Donald McEachin","repmceachin","Republican","rep","M"
"806","Rep. Donald McEachin","repmceachin","Republican","rep","M"
"807","Rep. Donald McEachin","repmceachin","Republican","rep","M"
"808","Rep. Donald McEachin","repmceachin","Republican","rep","M"
"809","Rep. Donald McEachin","repmceachin","Democrat","rep","M"
"810","Rep. Donald McEachin","repmceachin","Democrat","rep","F"
"811","Rep. Donald McEachin","repmceachin","Republican","rep","M"
"812","Rep. Donald McEachin","repmceachin","Republican","rep","F"
"813","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"814","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"815","Rep. Salud Carbajal","repcarbajal","Democrat","sen","F"
"816","Rep. Salud Carbajal","repcarbajal","Republican","sen","M"
"817","Rep. Salud Carbajal","repcarbajal","Democrat","sen","F"
"818","Rep. Salud Carbajal","repcarbajal","Democrat","sen","F"
"819","Rep. Salud Carbajal","repcarbajal","Republican","rep","F"
"820","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"821","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"822","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"823","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"824","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"825","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"826","Rep. Salud Carbajal","repcarbajal","Democrat","rep","F"
"827","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"828","Rep. Salud Carbajal","repcarbajal","Democrat","rep","F"
"829","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"830","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"831","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"832","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"833","Rep. Salud Carbajal","repcarbajal","Democrat","rep","F"
"834","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"835","Rep. Salud Carbajal","repcarbajal","Democrat","rep","F"
"836","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"837","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"838","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"839","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"840","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"841","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"842","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"843","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"844","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"845","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"846","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"847","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"848","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"849","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"850","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"851","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"852","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"853","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"854","Rep. Salud Carbajal","repcarbajal","Democrat","rep","F"
"855","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"856","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"857","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"858","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"859","Rep. Salud Carbajal","repcarbajal","Republican","sen","M"
"860","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"861","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"862","Rep. Salud Carbajal","repcarbajal","Republican","rep","F"
"863","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"864","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"865","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"866","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"867","Rep. Salud Carbajal","repcarbajal","Democrat","rep","M"
"868","Rep. Salud Carbajal","repcarbajal","Democrat","rep","F"
"869","Rep. Salud Carbajal","repcarbajal","Republican","rep","M"
"870","Rep. Salud Carbajal","repcarbajal","Republican","rep","F"
"871","Jim Banks","repjimbanks","Republican","rep","M"
"872","Jim Banks","repjimbanks","Democrat","rep","M"
"873","Jim Banks","repjimbanks","Democrat","sen","F"
"874","Jim Banks","repjimbanks","Republican","sen","M"
"875","Jim Banks","repjimbanks","Democrat","sen","F"
"876","Jim Banks","repjimbanks","Democrat","sen","F"
"877","Jim Banks","repjimbanks","Republican","rep","F"
"878","Jim Banks","repjimbanks","Republican","rep","M"
"879","Jim Banks","repjimbanks","Democrat","rep","M"
"880","Jim Banks","repjimbanks","Republican","rep","M"
"881","Jim Banks","repjimbanks","Democrat","rep","M"
"882","Jim Banks","repjimbanks","Democrat","rep","M"
"883","Jim Banks","repjimbanks","Democrat","rep","M"
"884","Jim Banks","repjimbanks","Democrat","rep","F"
"885","Jim Banks","repjimbanks","Democrat","rep","M"
"886","Jim Banks","repjimbanks","Democrat","rep","F"
"887","Jim Banks","repjimbanks","Republican","rep","M"
"888","Jim Banks","repjimbanks","Republican","rep","M"
"889","Jim Banks","repjimbanks","Republican","rep","M"
"890","Jim Banks","repjimbanks","Democrat","rep","M"
"891","Jim Banks","repjimbanks","Democrat","rep","F"
"892","Jim Banks","repjimbanks","Democrat","rep","M"
"893","Jim Banks","repjimbanks","Democrat","rep","F"
"894","Jim Banks","repjimbanks","Democrat","rep","M"
"895","Jim Banks","repjimbanks","Republican","rep","M"
"896","Jim Banks","repjimbanks","Republican","rep","M"
"897","Jim Banks","repjimbanks","Republican","rep","M"
"898","Jim Banks","repjimbanks","Democrat","rep","M"
"899","Jim Banks","repjimbanks","Republican","rep","M"
"900","Jim Banks","repjimbanks","Republican","rep","M"
"901","Jim Banks","repjimbanks","Republican","rep","M"
"902","Jim Banks","repjimbanks","Republican","rep","M"
"903","Jim Banks","repjimbanks","Republican","rep","M"
"904","Jim Banks","repjimbanks","Democrat","rep","M"
"905","Jim Banks","repjimbanks","Democrat","rep","M"
"906","Jim Banks","repjimbanks","Republican","rep","M"
"907","Jim Banks","repjimbanks","Republican","rep","M"
"908","Jim Banks","repjimbanks","Republican","rep","M"
"909","Jim Banks","repjimbanks","Republican","rep","M"
"910","Jim Banks","repjimbanks","Republican","rep","M"
"911","Jim Banks","repjimbanks","Democrat","rep","M"
"912","Jim Banks","repjimbanks","Democrat","rep","F"
"913","Jim Banks","repjimbanks","Democrat","rep","M"
"914","Jim Banks","repjimbanks","Democrat","rep","M"
"915","Jim Banks","repjimbanks","Democrat","rep","M"
"916","Jim Banks","repjimbanks","Republican","rep","M"
"917","Jim Banks","repjimbanks","Republican","sen","M"
"918","Jim Banks","repjimbanks","Democrat","rep","M"
"919","Jim Banks","repjimbanks","Republican","rep","M"
"920","Jim Banks","repjimbanks","Republican","rep","F"
"921","Jim Banks","repjimbanks","Republican","rep","M"
"922","Jim Banks","repjimbanks","Republican","rep","M"
"923","Jim Banks","repjimbanks","Republican","rep","M"
"924","Jim Banks","repjimbanks","Republican","rep","M"
"925","Jim Banks","repjimbanks","Democrat","rep","M"
"926","Jim Banks","repjimbanks","Democrat","rep","F"
"927","Jim Banks","repjimbanks","Republican","rep","M"
"928","Jim Banks","repjimbanks","Republican","rep","F"
"929","Francis Rooney","reprooney","Republican","rep","M"
"930","Francis Rooney","reprooney","Democrat","rep","M"
"931","Francis Rooney","reprooney","Democrat","sen","F"
"932","Francis Rooney","reprooney","Republican","sen","M"
"933","Francis Rooney","reprooney","Democrat","sen","F"
"934","Francis Rooney","reprooney","Democrat","sen","F"
"935","Francis Rooney","reprooney","Republican","rep","F"
"936","Francis Rooney","reprooney","Republican","rep","M"
"937","Francis Rooney","reprooney","Democrat","rep","M"
"938","Francis Rooney","reprooney","Republican","rep","M"
"939","Francis Rooney","reprooney","Democrat","rep","M"
"940","Francis Rooney","reprooney","Democrat","rep","M"
"941","Francis Rooney","reprooney","Democrat","rep","M"
"942","Francis Rooney","reprooney","Democrat","rep","F"
"943","Francis Rooney","reprooney","Democrat","rep","M"
"944","Francis Rooney","reprooney","Democrat","rep","F"
"945","Francis Rooney","reprooney","Republican","rep","M"
"946","Francis Rooney","reprooney","Republican","rep","M"
"947","Francis Rooney","reprooney","Republican","rep","M"
"948","Francis Rooney","reprooney","Democrat","rep","M"
"949","Francis Rooney","reprooney","Democrat","rep","F"
"950","Francis Rooney","reprooney","Democrat","rep","M"
"951","Francis Rooney","reprooney","Democrat","rep","F"
"952","Francis Rooney","reprooney","Democrat","rep","M"
"953","Francis Rooney","reprooney","Republican","rep","M"
"954","Francis Rooney","reprooney","Republican","rep","M"
"955","Francis Rooney","reprooney","Republican","rep","M"
"956","Francis Rooney","reprooney","Democrat","rep","M"
"957","Francis Rooney","reprooney","Republican","rep","M"
"958","Francis Rooney","reprooney","Republican","rep","M"
"959","Francis Rooney","reprooney","Republican","rep","M"
"960","Francis Rooney","reprooney","Republican","rep","M"
"961","Francis Rooney","reprooney","Republican","rep","M"
"962","Francis Rooney","reprooney","Democrat","rep","M"
"963","Francis Rooney","reprooney","Democrat","rep","M"
"964","Francis Rooney","reprooney","Republican","rep","M"
"965","Francis Rooney","reprooney","Republican","rep","M"
"966","Francis Rooney","reprooney","Republican","rep","M"
"967","Francis Rooney","reprooney","Republican","rep","M"
"968","Francis Rooney","reprooney","Republican","rep","M"
"969","Francis Rooney","reprooney","Democrat","rep","M"
"970","Francis Rooney","reprooney","Democrat","rep","F"
"971","Francis Rooney","reprooney","Democrat","rep","M"
"972","Francis Rooney","reprooney","Democrat","rep","M"
"973","Francis Rooney","reprooney","Democrat","rep","M"
"974","Francis Rooney","reprooney","Republican","rep","M"
"975","Francis Rooney","reprooney","Republican","sen","M"
"976","Francis Rooney","reprooney","Democrat","rep","M"
"977","Francis Rooney","reprooney","Republican","rep","M"
"978","Francis Rooney","reprooney","Republican","rep","F"
"979","Francis Rooney","reprooney","Republican","rep","M"
"980","Francis Rooney","reprooney","Republican","rep","M"
"981","Francis Rooney","reprooney","Republican","rep","M"
"982","Francis Rooney","reprooney","Republican","rep","M"
"983","Francis Rooney","reprooney","Democrat","rep","M"
"984","Francis Rooney","reprooney","Democrat","rep","F"
"985","Francis Rooney","reprooney","Republican","rep","M"
"986","Francis Rooney","reprooney","Republican","rep","F"
"987","Jason Lewis","repjasonlewis","Republican","rep","M"
"988","Jason Lewis","repjasonlewis","Democrat","rep","M"
"989","Jason Lewis","repjasonlewis","Democrat","sen","F"
"990","Jason Lewis","repjasonlewis","Republican","sen","M"
"991","Jason Lewis","repjasonlewis","Democrat","sen","F"
"992","Jason Lewis","repjasonlewis","Democrat","sen","F"
"993","Jason Lewis","repjasonlewis","Republican","rep","F"
"994","Jason Lewis","repjasonlewis","Republican","rep","M"
"995","Jason Lewis","repjasonlewis","Democrat","rep","M"
"996","Jason Lewis","repjasonlewis","Republican","rep","M"
"997","Jason Lewis","repjasonlewis","Democrat","rep","M"
"998","Jason Lewis","repjasonlewis","Democrat","rep","M"
"999","Jason Lewis","repjasonlewis","Democrat","rep","M"
"1000","Jason Lewis","repjasonlewis","Democrat","rep","F"
"1001","Jason Lewis","repjasonlewis","Democrat","rep","M"
"1002","Jason Lewis","repjasonlewis","Democrat","rep","F"
"1003","Jason Lewis","repjasonlewis","Republican","rep","M"
"1004","Jason Lewis","repjasonlewis","Republican","rep","M"
"1005","Jason Lewis","repjasonlewis","Republican","rep","M"
"1006","Jason Lewis","repjasonlewis","Democrat","rep","M"
"1007","Jason Lewis","repjasonlewis","Democrat","rep","F"
"1008","Jason Lewis","repjasonlewis","Democrat","rep","M"
"1009","Jason Lewis","repjasonlewis","Democrat","rep","F"
"1010","Jason Lewis","repjasonlewis","Democrat","rep","M"
"1011","Jason Lewis","repjasonlewis","Republican","rep","M"
"1012","Jason Lewis","repjasonlewis","Republican","rep","M"
"1013","Jason Lewis","repjasonlewis","Republican","rep","M"
"1014","Jason Lewis","repjasonlewis","Democrat","rep","M"
"1015","Jason Lewis","repjasonlewis","Republican","rep","M"
"1016","Jason Lewis","repjasonlewis","Republican","rep","M"
"1017","Jason Lewis","repjasonlewis","Republican","rep","M"
"1018","Jason Lewis","repjasonlewis","Republican","rep","M"
"1019","Jason Lewis","repjasonlewis","Republican","rep","M"
"1020","Jason Lewis","repjasonlewis","Democrat","rep","M"
"1021","Jason Lewis","repjasonlewis","Democrat","rep","M"
"1022","Jason Lewis","repjasonlewis","Republican","rep","M"
"1023","Jason Lewis","repjasonlewis","Republican","rep","M"
"1024","Jason Lewis","repjasonlewis","Republican","rep","M"
"1025","Jason Lewis","repjasonlewis","Republican","rep","M"
"1026","Jason Lewis","repjasonlewis","Republican","rep","M"
"1027","Jason Lewis","repjasonlewis","Democrat","rep","M"
"1028","Jason Lewis","repjasonlewis","Democrat","rep","F"
"1029","Jason Lewis","repjasonlewis","Democrat","rep","M"
"1030","Jason Lewis","repjasonlewis","Democrat","rep","M"
"1031","Jason Lewis","repjasonlewis","Democrat","rep","M"
"1032","Jason Lewis","repjasonlewis","Republican","rep","M"
"1033","Jason Lewis","repjasonlewis","Republican","sen","M"
"1034","Jason Lewis","repjasonlewis","Democrat","rep","M"
"1035","Jason Lewis","repjasonlewis","Republican","rep","M"
"1036","Jason Lewis","repjasonlewis","Republican","rep","F"
"1037","Jason Lewis","repjasonlewis","Republican","rep","M"
"1038","Jason Lewis","repjasonlewis","Republican","rep","M"
"1039","Jason Lewis","repjasonlewis","Republican","rep","M"
"1040","Jason Lewis","repjasonlewis","Republican","rep","M"
"1041","Jason Lewis","repjasonlewis","Democrat","rep","M"
"1042","Jason Lewis","repjasonlewis","Democrat","rep","F"
"1043","Jason Lewis","repjasonlewis","Republican","rep","M"
"1044","Jason Lewis","repjasonlewis","Republican","rep","F"
"1045","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1046","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1047","Rep. Charlie Crist","repcharliecrist","Democrat","sen","F"
"1048","Rep. Charlie Crist","repcharliecrist","Republican","sen","M"
"1049","Rep. Charlie Crist","repcharliecrist","Democrat","sen","F"
"1050","Rep. Charlie Crist","repcharliecrist","Democrat","sen","F"
"1051","Rep. Charlie Crist","repcharliecrist","Republican","rep","F"
"1052","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1053","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1054","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1055","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1056","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1057","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1058","Rep. Charlie Crist","repcharliecrist","Democrat","rep","F"
"1059","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1060","Rep. Charlie Crist","repcharliecrist","Democrat","rep","F"
"1061","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1062","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1063","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1064","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1065","Rep. Charlie Crist","repcharliecrist","Democrat","rep","F"
"1066","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1067","Rep. Charlie Crist","repcharliecrist","Democrat","rep","F"
"1068","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1069","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1070","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1071","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1072","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1073","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1074","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1075","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1076","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1077","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1078","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1079","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1080","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1081","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1082","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1083","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1084","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1085","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1086","Rep. Charlie Crist","repcharliecrist","Democrat","rep","F"
"1087","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1088","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1089","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1090","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1091","Rep. Charlie Crist","repcharliecrist","Republican","sen","M"
"1092","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1093","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1094","Rep. Charlie Crist","repcharliecrist","Republican","rep","F"
"1095","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1096","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1097","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1098","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1099","Rep. Charlie Crist","repcharliecrist","Democrat","rep","M"
"1100","Rep. Charlie Crist","repcharliecrist","Democrat","rep","F"
"1101","Rep. Charlie Crist","repcharliecrist","Republican","rep","M"
"1102","Rep. Charlie Crist","repcharliecrist","Republican","rep","F"
"1103","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1104","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1105","Rep. David Kustoff","repdavidkustoff","Democrat","sen","F"
"1106","Rep. David Kustoff","repdavidkustoff","Republican","sen","M"
"1107","Rep. David Kustoff","repdavidkustoff","Democrat","sen","F"
"1108","Rep. David Kustoff","repdavidkustoff","Democrat","sen","F"
"1109","Rep. David Kustoff","repdavidkustoff","Republican","rep","F"
"1110","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1111","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1112","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1113","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1114","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1115","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1116","Rep. David Kustoff","repdavidkustoff","Democrat","rep","F"
"1117","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1118","Rep. David Kustoff","repdavidkustoff","Democrat","rep","F"
"1119","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1120","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1121","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1122","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1123","Rep. David Kustoff","repdavidkustoff","Democrat","rep","F"
"1124","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1125","Rep. David Kustoff","repdavidkustoff","Democrat","rep","F"
"1126","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1127","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1128","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1129","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1130","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1131","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1132","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1133","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1134","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1135","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1136","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1137","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1138","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1139","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1140","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1141","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1142","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1143","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1144","Rep. David Kustoff","repdavidkustoff","Democrat","rep","F"
"1145","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1146","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1147","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1148","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1149","Rep. David Kustoff","repdavidkustoff","Republican","sen","M"
"1150","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1151","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1152","Rep. David Kustoff","repdavidkustoff","Republican","rep","F"
"1153","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1154","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1155","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1156","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1157","Rep. David Kustoff","repdavidkustoff","Democrat","rep","M"
"1158","Rep. David Kustoff","repdavidkustoff","Democrat","rep","F"
"1159","Rep. David Kustoff","repdavidkustoff","Republican","rep","M"
"1160","Rep. David Kustoff","repdavidkustoff","Republican","rep","F"
"1161","Lou Correa","reploucorrea","Republican","rep","M"
"1162","Lou Correa","reploucorrea","Democrat","rep","M"
"1163","Lou Correa","reploucorrea","Democrat","sen","F"
"1164","Lou Correa","reploucorrea","Republican","sen","M"
"1165","Lou Correa","reploucorrea","Democrat","sen","F"
"1166","Lou Correa","reploucorrea","Democrat","sen","F"
"1167","Lou Correa","reploucorrea","Republican","rep","F"
"1168","Lou Correa","reploucorrea","Republican","rep","M"
"1169","Lou Correa","reploucorrea","Democrat","rep","M"
"1170","Lou Correa","reploucorrea","Republican","rep","M"
"1171","Lou Correa","reploucorrea","Democrat","rep","M"
"1172","Lou Correa","reploucorrea","Democrat","rep","M"
"1173","Lou Correa","reploucorrea","Democrat","rep","M"
"1174","Lou Correa","reploucorrea","Democrat","rep","F"
"1175","Lou Correa","reploucorrea","Democrat","rep","M"
"1176","Lou Correa","reploucorrea","Democrat","rep","F"
"1177","Lou Correa","reploucorrea","Republican","rep","M"
"1178","Lou Correa","reploucorrea","Republican","rep","M"
"1179","Lou Correa","reploucorrea","Republican","rep","M"
"1180","Lou Correa","reploucorrea","Democrat","rep","M"
"1181","Lou Correa","reploucorrea","Democrat","rep","F"
"1182","Lou Correa","reploucorrea","Democrat","rep","M"
"1183","Lou Correa","reploucorrea","Democrat","rep","F"
"1184","Lou Correa","reploucorrea","Democrat","rep","M"
"1185","Lou Correa","reploucorrea","Republican","rep","M"
"1186","Lou Correa","reploucorrea","Republican","rep","M"
"1187","Lou Correa","reploucorrea","Republican","rep","M"
"1188","Lou Correa","reploucorrea","Democrat","rep","M"
"1189","Lou Correa","reploucorrea","Republican","rep","M"
"1190","Lou Correa","reploucorrea","Republican","rep","M"
"1191","Lou Correa","reploucorrea","Republican","rep","M"
"1192","Lou Correa","reploucorrea","Republican","rep","M"
"1193","Lou Correa","reploucorrea","Republican","rep","M"
"1194","Lou Correa","reploucorrea","Democrat","rep","M"
"1195","Lou Correa","reploucorrea","Democrat","rep","M"
"1196","Lou Correa","reploucorrea","Republican","rep","M"
"1197","Lou Correa","reploucorrea","Republican","rep","M"
"1198","Lou Correa","reploucorrea","Republican","rep","M"
"1199","Lou Correa","reploucorrea","Republican","rep","M"
"1200","Lou Correa","reploucorrea","Republican","rep","M"
"1201","Lou Correa","reploucorrea","Democrat","rep","M"
"1202","Lou Correa","reploucorrea","Democrat","rep","F"
"1203","Lou Correa","reploucorrea","Democrat","rep","M"
"1204","Lou Correa","reploucorrea","Democrat","rep","M"
"1205","Lou Correa","reploucorrea","Democrat","rep","M"
"1206","Lou Correa","reploucorrea","Republican","rep","M"
"1207","Lou Correa","reploucorrea","Republican","sen","M"
"1208","Lou Correa","reploucorrea","Democrat","rep","M"
"1209","Lou Correa","reploucorrea","Republican","rep","M"
"1210","Lou Correa","reploucorrea","Republican","rep","F"
"1211","Lou Correa","reploucorrea","Republican","rep","M"
"1212","Lou Correa","reploucorrea","Republican","rep","M"
"1213","Lou Correa","reploucorrea","Republican","rep","M"
"1214","Lou Correa","reploucorrea","Republican","rep","M"
"1215","Lou Correa","reploucorrea","Democrat","rep","M"
"1216","Lou Correa","reploucorrea","Democrat","rep","F"
"1217","Lou Correa","reploucorrea","Republican","rep","M"
"1218","Lou Correa","reploucorrea","Republican","rep","F"
"1219","Rep. Mike Gallagher","repgallagher","Republican","rep","M"
"1220","Rep. Mike Gallagher","repgallagher","Democrat","rep","M"
"1221","Rep. Mike Gallagher","repgallagher","Democrat","sen","F"
"1222","Rep. Mike Gallagher","repgallagher","Republican","sen","M"
"1223","Rep. Mike Gallagher","repgallagher","Democrat","sen","F"
"1224","Rep. Mike Gallagher","repgallagher","Democrat","sen","F"
"1225","Rep. Mike Gallagher","repgallagher","Republican","rep","F"
"1226","Rep. Mike Gallagher","repgallagher","Republican","rep","M"
"1227","Rep. Mike Gallagher","repgallagher","Democrat","rep","M"
"1228","Rep. Mike Gallagher","repgallagher","Republican","rep","M"
"1229","Rep. Mike Gallagher","repgallagher","Democrat","rep","M"
"1230","Rep. Mike Gallagher","repgallagher","Democrat","rep","M"
"1231","Rep. Mike Gallagher","repgallagher","Democrat","rep","M"
"1232","Rep. Mike Gallagher","repgallagher","Democrat","rep","F"
"1233","Rep. Mike Gallagher","repgallagher","Democrat","rep","M"
"1234","Rep. Mike Gallagher","repgallagher","Democrat","rep","F"
"1235","Rep. Mike Gallagher","repgallagher","Republican","rep","M"
"1236","Rep. Mike Gallagher","repgallagher","Republican","rep","M"
"1237","Rep. Mike Gallagher","repgallagher","Republican","rep","M"
"1238","Rep. Mike Gallagher","repgallagher","Democrat","rep","M"
"1239","Rep. Mike Gallagher","repgallagher","Democrat","rep","F"
"1240","Rep. Mike Gallagher","repgallagher","Democrat","rep","M"
